,country,date,daily_vaccinations,vaccines,polynomial_regression,knn,mean
748,Italy,1/24/2021,31537.0,Pfizer/BioNTech,31537,31537,31537
749,Italy,1/25/2021,32241.0,Pfizer/BioNTech,32241,32241,32241
750,Kuwait,12/28/2020,,Pfizer/BioNTech,0,0,0
751,Latvia,12/28/2020,,Pfizer/BioNTech,312,1042,724
752,Latvia,12/29/2020,877.0,Pfizer/BioNTech,877,877,877
753,Latvia,12/30/2020,832.0,Pfizer/BioNTech,832,832,832
754,Latvia,12/31/2020,602.0,Pfizer/BioNTech,602,602,602
755,Latvia,1/1/2021,486.0,Pfizer/BioNTech,486,486,486
756,Latvia,1/2/2021,417.0,Pfizer/BioNTech,417,417,417
757,Latvia,1/3/2021,371.0,Pfizer/BioNTech,371,371,371
758,Latvia,1/4/2021,338.0,Pfizer/BioNTech,338,338,338
759,Latvia,1/5/2021,339.0,Pfizer/BioNTech,339,339,339
760,Latvia,1/6/2021,338.0,Pfizer/BioNTech,338,338,338
761,Latvia,1/7/2021,433.0,Pfizer/BioNTech,433,433,433
762,Latvia,1/8/2021,542.0,Pfizer/BioNTech,542,542,542
763,Latvia,1/9/2021,565.0,Pfizer/BioNTech,565,565,565
764,Latvia,1/10/2021,592.0,Pfizer/BioNTech,592,592,592
765,Latvia,1/11/2021,767.0,Pfizer/BioNTech,767,767,767
766,Latvia,1/12/2021,872.0,Pfizer/BioNTech,872,872,872
767,Latvia,1/13/2021,976.0,Pfizer/BioNTech,976,976,976
768,Latvia,1/14/2021,1120.0,Pfizer/BioNTech,1120,1120,1120
769,Latvia,1/15/2021,1258.0,Pfizer/BioNTech,1258,1258,1258
770,Latvia,1/16/2021,1309.0,Pfizer/BioNTech,1309,1309,1309
771,Latvia,1/17/2021,1279.0,Pfizer/BioNTech,1279,1279,1279
772,Latvia,1/18/2021,1204.0,Pfizer/BioNTech,1204,1204,1204
773,Latvia,1/19/2021,1098.0,Pfizer/BioNTech,1098,1098,1098
774,Latvia,1/20/2021,993.0,Pfizer/BioNTech,993,993,993
775,Latvia,1/21/2021,773.0,Pfizer/BioNTech,773,773,773
776,Latvia,1/22/2021,537.0,Pfizer/BioNTech,537,537,537
777,Latvia,1/23/2021,460.0,Pfizer/BioNTech,460,460,460
778,Latvia,1/24/2021,491.0,Pfizer/BioNTech,491,491,491
779,Latvia,1/25/2021,418.0,Pfizer/BioNTech,418,418,418
780,Lithuania,12/25/2020,,"Moderna, Pfizer/BioNTech",686,98481,2294
781,Lithuania,12/26/2020,1208.0,"Moderna, Pfizer/BioNTech",1208,1208,1208
782,Lithuania,12/27/2020,1208.0,"Moderna, Pfizer/BioNTech",1208,1208,1208
783,Lithuania,12/28/2020,1734.0,"Moderna, Pfizer/BioNTech",1734,1734,1734
784,Lithuania,12/29/2020,2047.0,"Moderna, Pfizer/BioNTech",2047,2047,2047
785,Lithuania,12/30/2020,1944.0,"Moderna, Pfizer/BioNTech",1944,1944,1944
786,Lithuania,12/31/2020,1624.0,"Moderna, Pfizer/BioNTech",1624,1624,1624
787,Lithuania,1/1/2021,1410.0,"Moderna, Pfizer/BioNTech",1410,1410,1410
788,Lithuania,1/2/2021,1255.0,"Moderna, Pfizer/BioNTech",1255,1255,1255
789,Lithuania,1/3/2021,1100.0,"Moderna, Pfizer/BioNTech",1100,1100,1100
790,Lithuania,1/4/2021,720.0,"Moderna, Pfizer/BioNTech",720,720,720
791,Lithuania,1/5/2021,311.0,"Moderna, Pfizer/BioNTech",311,311,311
792,Lithuania,1/6/2021,592.0,"Moderna, Pfizer/BioNTech",592,592,592
793,Lithuania,1/7/2021,1180.0,"Moderna, Pfizer/BioNTech",1180,1180,1180
794,Lithuania,1/8/2021,1897.0,"Moderna, Pfizer/BioNTech",1897,1897,1897
795,Lithuania,1/9/2021,1923.0,"Moderna, Pfizer/BioNTech",1923,1923,1923
796,Lithuania,1/10/2021,1905.0,"Moderna, Pfizer/BioNTech",1905,1905,1905
797,Lithuania,1/11/2021,2201.0,"Moderna, Pfizer/BioNTech",2201,2201,2201
798,Lithuania,1/12/2021,2479.0,"Moderna, Pfizer/BioNTech",2479,2479,2479
799,Lithuania,1/13/2021,2843.0,"Moderna, Pfizer/BioNTech",2843,2843,2843
800,Lithuania,1/14/2021,3476.0,"Moderna, Pfizer/BioNTech",3476,3476,3476
801,Lithuania,1/15/2021,3765.0,"Moderna, Pfizer/BioNTech",3765,3765,3765
802,Lithuania,1/16/2021,3877.0,"Moderna, Pfizer/BioNTech",3877,3877,3877
803,Lithuania,1/17/2021,4038.0,"Moderna, Pfizer/BioNTech",4038,4038,4038
804,Lithuania,1/18/2021,4363.0,"Moderna, Pfizer/BioNTech",4363,4363,4363
805,Lithuania,1/19/2021,4960.0,"Moderna, Pfizer/BioNTech",4960,4960,4960
806,Lithuania,1/20/2021,4587.0,"Moderna, Pfizer/BioNTech",4587,4587,4587
807,Lithuania,1/21/2021,3564.0,"Moderna, Pfizer/BioNTech",3564,3564,3564
808,Lithuania,1/22/2021,2581.0,"Moderna, Pfizer/BioNTech",2581,2581,2581
809,Lithuania,1/23/2021,2427.0,"Moderna, Pfizer/BioNTech",2427,2427,2427
810,Lithuania,1/24/2021,2268.0,"Moderna, Pfizer/BioNTech",2268,2268,2268
811,Lithuania,1/25/2021,1633.0,"Moderna, Pfizer/BioNTech",1633,1633,1633
812,Luxembourg,12/30/2020,,Pfizer/BioNTech,82,1300,218
813,Luxembourg,12/31/2020,62.0,Pfizer/BioNTech,62,62,62
814,Luxembourg,1/1/2021,62.0,Pfizer/BioNTech,62,62,62
815,Luxembourg,1/2/2021,62.0,Pfizer/BioNTech,62,62,62
816,Luxembourg,1/3/2021,62.0,Pfizer/BioNTech,62,62,62
817,Luxembourg,1/4/2021,62.0,Pfizer/BioNTech,62,62,62
818,Luxembourg,1/5/2021,62.0,Pfizer/BioNTech,62,62,62
819,Luxembourg,1/6/2021,62.0,Pfizer/BioNTech,62,62,62
820,Luxembourg,1/7/2021,62.0,Pfizer/BioNTech,62,62,62
821,Luxembourg,1/8/2021,62.0,Pfizer/BioNTech,62,62,62
822,Luxembourg,1/9/2021,62.0,Pfizer/BioNTech,62,62,62
823,Luxembourg,1/10/2021,62.0,Pfizer/BioNTech,62,62,62
824,Luxembourg,1/11/2021,62.0,Pfizer/BioNTech,62,62,62
825,Luxembourg,1/12/2021,114.0,Pfizer/BioNTech,114,114,114
826,Luxembourg,1/13/2021,177.0,Pfizer/BioNTech,177,177,177
827,Luxembourg,1/14/2021,220.0,Pfizer/BioNTech,220,220,220
828,Luxembourg,1/15/2021,236.0,Pfizer/BioNTech,236,236,236
829,Luxembourg,1/16/2021,252.0,Pfizer/BioNTech,252,252,252
830,Luxembourg,1/17/2021,268.0,Pfizer/BioNTech,268,268,268
831,Luxembourg,1/18/2021,375.0,Pfizer/BioNTech,375,375,375
832,Luxembourg,1/19/2021,417.0,Pfizer/BioNTech,417,417,417
833,Luxembourg,1/20/2021,475.0,Pfizer/BioNTech,475,475,475
834,Luxembourg,1/21/2021,523.0,Pfizer/BioNTech,523,523,523
835,Luxembourg,1/22/2021,537.0,Pfizer/BioNTech,537,537,537
836,Luxembourg,1/23/2021,551.0,Pfizer/BioNTech,551,551,551
837,Luxembourg,1/24/2021,565.0,Pfizer/BioNTech,565,565,565
838,Malta,12/28/2020,,Pfizer/BioNTech,185,1009,636
839,Malta,12/29/2020,259.0,Pfizer/BioNTech,259,259,259
840,Malta,12/30/2020,259.0,Pfizer/BioNTech,259,259,259
841,Malta,12/31/2020,259.0,Pfizer/BioNTech,259,259,259
842,Malta,1/1/2021,259.0,Pfizer/BioNTech,259,259,259
843,Malta,1/2/2021,259.0,Pfizer/BioNTech,259,259,259
844,Malta,1/3/2021,259.0,Pfizer/BioNTech,259,259,259
845,Malta,1/4/2021,259.0,Pfizer/BioNTech,259,259,259
846,Malta,1/5/2021,281.0,Pfizer/BioNTech,281,281,281
847,Malta,1/6/2021,304.0,Pfizer/BioNTech,304,304,304
848,Malta,1/7/2021,327.0,Pfizer/BioNTech,327,327,327
849,Malta,1/8/2021,350.0,Pfizer/BioNTech,350,350,350
850,Malta,1/9/2021,373.0,Pfizer/BioNTech,373,373,373
851,Malta,1/10/2021,396.0,Pfizer/BioNTech,396,396,396
852,Malta,1/11/2021,419.0,Pfizer/BioNTech,419,419,419
853,Malta,1/12/2021,524.0,Pfizer/BioNTech,524,524,524
854,Malta,1/13/2021,629.0,Pfizer/BioNTech,629,629,629
855,Malta,1/14/2021,735.0,Pfizer/BioNTech,735,735,735
856,Malta,1/15/2021,840.0,Pfizer/BioNTech,840,840,840
857,Malta,1/16/2021,938.0,Pfizer/BioNTech,938,938,938
858,Malta,1/17/2021,1036.0,Pfizer/BioNTech,1036,1036,1036
859,Malta,1/18/2021,1162.0,Pfizer/BioNTech,1162,1162,1162
860,Malta,1/19/2021,1178.0,Pfizer/BioNTech,1178,1178,1178
861,Malta,1/20/2021,1162.0,Pfizer/BioNTech,1162,1162,1162
862,Malta,1/21/2021,1170.0,Pfizer/BioNTech,1170,1170,1170
863,Malta,1/22/2021,1182.0,Pfizer/BioNTech,1182,1182,1182
864,Malta,1/23/2021,1190.0,Pfizer/BioNTech,1190,1190,1190
865,Malta,1/24/2021,1182.0,Pfizer/BioNTech,1182,1182,1182
866,Mexico,12/24/2020,,Pfizer/BioNTech,0,17717,18186
867,Mexico,12/25/2020,1300.0,Pfizer/BioNTech,1300,1300,1300
868,Mexico,12/26/2020,1300.0,Pfizer/BioNTech,1300,1300,1300
869,Mexico,12/27/2020,1300.0,Pfizer/BioNTech,1300,1300,1300
870,Mexico,12/28/2020,1664.0,Pfizer/BioNTech,1664,1664,1664
871,Mexico,12/29/2020,3121.0,Pfizer/BioNTech,3121,3121,3121
872,Mexico,12/30/2020,3679.0,Pfizer/BioNTech,3679,3679,3679
873,Mexico,12/31/2020,3695.0,Pfizer/BioNTech,3695,3695,3695
874,Mexico,1/1/2021,4051.0,Pfizer/BioNTech,4051,4051,4051
875,Mexico,1/2/2021,4407.0,Pfizer/BioNTech,4407,4407,4407
876,Mexico,1/3/2021,4763.0,Pfizer/BioNTech,4763,4763,4763
877,Mexico,1/4/2021,4912.0,Pfizer/BioNTech,4912,4912,4912
878,Mexico,1/5/2021,4244.0,Pfizer/BioNTech,4244,4244,4244
879,Mexico,1/6/2021,4027.0,Pfizer/BioNTech,4027,4027,4027
880,Mexico,1/7/2021,4230.0,Pfizer/BioNTech,4230,4230,4230
881,Mexico,1/8/2021,4984.0,Pfizer/BioNTech,4984,4984,4984
882,Mexico,1/9/2021,5488.0,Pfizer/BioNTech,5488,5488,5488
883,Mexico,1/10/2021,5876.0,Pfizer/BioNTech,5876,5876,5876
884,Mexico,1/11/2021,6157.0,Pfizer/BioNTech,6157,6157,6157
885,Mexico,1/12/2021,6378.0,Pfizer/BioNTech,6378,6378,6378
886,Mexico,1/13/2021,19912.0,Pfizer/BioNTech,19912,19912,19912
887,Mexico,1/14/2021,38797.0,Pfizer/BioNTech,38797,38797,38797
888,Mexico,1/15/2021,49987.0,Pfizer/BioNTech,49987,49987,49987
889,Mexico,1/16/2021,55493.0,Pfizer/BioNTech,55493,55493,55493
890,Mexico,1/17/2021,55835.0,Pfizer/BioNTech,55835,55835,55835
891,Mexico,1/18/2021,57924.0,Pfizer/BioNTech,57924,57924,57924
892,Mexico,1/19/2021,57892.0,Pfizer/BioNTech,57892,57892,57892
893,Mexico,1/20/2021,44066.0,Pfizer/BioNTech,44066,44066,44066
894,Mexico,1/21/2021,31765.0,Pfizer/BioNTech,31765,31765,31765
895,Mexico,1/22/2021,28205.0,Pfizer/BioNTech,28205,28205,28205
896,Mexico,1/23/2021,22217.0,Pfizer/BioNTech,22217,22217,22217
897,Mexico,1/24/2021,22498.0,Pfizer/BioNTech,22498,22498,22498
898,Mexico,1/25/2021,21797.0,Pfizer/BioNTech,21797,21797,21797
899,Netherlands,1/6/2021,,"Moderna, Pfizer/BioNTech",11925,15626,7217
900,Netherlands,1/7/2021,9000.0,"Moderna, Pfizer/BioNTech",9000,9000,9000
901,Netherlands,1/8/2021,10500.0,"Moderna, Pfizer/BioNTech",10500,10500,10500
902,Netherlands,1/9/2021,8000.0,"Moderna, Pfizer/BioNTech",8000,8000,8000
903,Netherlands,1/10/2021,7000.0,"Moderna, Pfizer/BioNTech",7000,7000,7000
904,Netherlands,1/11/2021,5900.0,"Moderna, Pfizer/BioNTech",5900,5900,5900
905,Netherlands,1/12/2021,6500.0,"Moderna, Pfizer/BioNTech",6500,6500,6500
906,Netherlands,1/13/2021,5857.0,"Moderna, Pfizer/BioNTech",5857,5857,5857
907,Netherlands,1/14/2021,5143.0,"Moderna, Pfizer/BioNTech",5143,5143,5143
908,Netherlands,1/15/2021,4000.0,"Moderna, Pfizer/BioNTech",4000,4000,4000
909,Netherlands,1/16/2021,5143.0,"Moderna, Pfizer/BioNTech",5143,5143,5143
910,Netherlands,1/17/2021,6143.0,"Moderna, Pfizer/BioNTech",6143,6143,6143
911,Netherlands,1/18/2021,7024.0,"Moderna, Pfizer/BioNTech",7024,7024,7024
912,Netherlands,1/19/2021,6762.0,"Moderna, Pfizer/BioNTech",6762,6762,6762
913,Netherlands,1/20/2021,7571.0,"Moderna, Pfizer/BioNTech",7571,7571,7571
914,Netherlands,1/21/2021,9500.0,"Moderna, Pfizer/BioNTech",9500,9500,9500
915,Netherlands,1/22/2021,11429.0,"Moderna, Pfizer/BioNTech",11429,11429,11429
916,Northern Ireland,12/13/2020,,"Oxford/AstraZeneca, Pfizer/BioNTech",608,2754,4097
917,Northern Ireland,12/14/2020,1778.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1778,1778,1778
918,Northern Ireland,12/15/2020,1778.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1778,1778,1778
919,Northern Ireland,12/16/2020,1778.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1778,1778,1778
920,Northern Ireland,12/17/2020,1778.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1778,1778,1778
921,Northern Ireland,12/18/2020,1778.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1778,1778,1778
922,Northern Ireland,12/19/2020,1778.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1778,1778,1778
923,Northern Ireland,12/20/2020,1778.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1778,1778,1778
924,Northern Ireland,12/21/2020,1829.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1829,1829,1829
925,Northern Ireland,12/22/2020,1880.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1880,1880,1880
926,Northern Ireland,12/23/2020,1931.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1931,1931,1931
927,Northern Ireland,12/24/2020,1982.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1982,1982,1982
928,Northern Ireland,12/25/2020,2033.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2033,2033,2033
929,Northern Ireland,12/26/2020,2084.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2084,2084,2084
930,Northern Ireland,12/27/2020,2135.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2135,2135,2135
931,Northern Ireland,12/28/2020,2054.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2054,2054,2054
932,Northern Ireland,12/29/2020,1972.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1972,1972,1972
933,Northern Ireland,12/30/2020,1890.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1890,1890,1890
934,Northern Ireland,12/31/2020,1808.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1808,1808,1808
935,Northern Ireland,1/1/2021,1726.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1726,1726,1726
936,Northern Ireland,1/2/2021,1645.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1645,1645,1645
937,Northern Ireland,1/3/2021,1563.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1563,1563,1563
938,Northern Ireland,1/4/2021,2360.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2360,2360,2360
939,Northern Ireland,1/5/2021,3157.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3157,3157,3157
940,Northern Ireland,1/6/2021,3954.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3954,3954,3954
941,Northern Ireland,1/7/2021,4751.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4751,4751,4751
942,Northern Ireland,1/8/2021,5548.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5548,5548,5548
943,Northern Ireland,1/9/2021,6345.0,"Oxford/AstraZeneca, Pfizer/BioNTech",6345,6345,6345
944,Northern Ireland,1/10/2021,7143.0,"Oxford/AstraZeneca, Pfizer/BioNTech",7143,7143,7143
945,Northern Ireland,1/11/2021,7197.0,"Oxford/AstraZeneca, Pfizer/BioNTech",7197,7197,7197
946,Northern Ireland,1/12/2021,7574.0,"Oxford/AstraZeneca, Pfizer/BioNTech",7574,7574,7574
947,Northern Ireland,1/13/2021,8332.0,"Oxford/AstraZeneca, Pfizer/BioNTech",8332,8332,8332
948,Northern Ireland,1/14/2021,9044.0,"Oxford/AstraZeneca, Pfizer/BioNTech",9044,9044,9044
949,Northern Ireland,1/15/2021,8530.0,"Oxford/AstraZeneca, Pfizer/BioNTech",8530,8530,8530
950,Northern Ireland,1/16/2021,7964.0,"Oxford/AstraZeneca, Pfizer/BioNTech",7964,7964,7964
951,Northern Ireland,1/17/2021,7826.0,"Oxford/AstraZeneca, Pfizer/BioNTech",7826,7826,7826
952,Northern Ireland,1/18/2021,7852.0,"Oxford/AstraZeneca, Pfizer/BioNTech",7852,7852,7852
953,Northern Ireland,1/19/2021,7306.0,"Oxford/AstraZeneca, Pfizer/BioNTech",7306,7306,7306
954,Northern Ireland,1/20/2021,6404.0,"Oxford/AstraZeneca, Pfizer/BioNTech",6404,6404,6404
955,Northern Ireland,1/21/2021,5674.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5674,5674,5674
956,Northern Ireland,1/22/2021,5664.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5664,5664,5664
957,Northern Ireland,1/23/2021,5396.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5396,5396,5396
958,Northern Ireland,1/24/2021,5089.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5089,5089,5089
959,Norway,12/27/2020,,Pfizer/BioNTech,0,1576,2556
960,Norway,12/28/2020,600.0,Pfizer/BioNTech,600,600,600
961,Norway,12/29/2020,834.0,Pfizer/BioNTech,834,834,834
962,Norway,12/30/2020,697.0,Pfizer/BioNTech,697,697,697
963,Norway,12/31/2020,540.0,Pfizer/BioNTech,540,540,540
964,Norway,1/1/2021,434.0,Pfizer/BioNTech,434,434,434
965,Norway,1/2/2021,361.0,Pfizer/BioNTech,361,361,361
966,Norway,1/3/2021,310.0,Pfizer/BioNTech,310,310,310
967,Norway,1/4/2021,224.0,Pfizer/BioNTech,224,224,224
968,Norway,1/5/2021,560.0,Pfizer/BioNTech,560,560,560
969,Norway,1/6/2021,1772.0,Pfizer/BioNTech,1772,1772,1772
970,Norway,1/7/2021,2696.0,Pfizer/BioNTech,2696,2696,2696
971,Norway,1/8/2021,2924.0,Pfizer/BioNTech,2924,2924,2924
972,Norway,1/9/2021,2942.0,Pfizer/BioNTech,2942,2942,2942
973,Norway,1/10/2021,2958.0,Pfizer/BioNTech,2958,2958,2958
974,Norway,1/11/2021,3006.0,Pfizer/BioNTech,3006,3006,3006
975,Norway,1/12/2021,3105.0,Pfizer/BioNTech,3105,3105,3105
976,Norway,1/13/2021,3201.0,Pfizer/BioNTech,3201,3201,3201
977,Norway,1/14/2021,3447.0,Pfizer/BioNTech,3447,3447,3447
978,Norway,1/15/2021,3847.0,Pfizer/BioNTech,3847,3847,3847
979,Norway,1/16/2021,3929.0,Pfizer/BioNTech,3929,3929,3929
980,Norway,1/17/2021,3955.0,Pfizer/BioNTech,3955,3955,3955
981,Norway,1/18/2021,4120.0,Pfizer/BioNTech,4120,4120,4120
982,Norway,1/19/2021,4276.0,Pfizer/BioNTech,4276,4276,4276
983,Norway,1/20/2021,4356.0,Pfizer/BioNTech,4356,4356,4356
984,Norway,1/21/2021,4303.0,Pfizer/BioNTech,4303,4303,4303
985,Norway,1/22/2021,4109.0,Pfizer/BioNTech,4109,4109,4109
986,Norway,1/23/2021,4059.0,Pfizer/BioNTech,4059,4059,4059
987,Norway,1/24/2021,4027.0,Pfizer/BioNTech,4027,4027,4027
988,Oman,12/28/2020,,Pfizer/BioNTech,1505,1725,1205
989,Oman,12/29/2020,1646.0,Pfizer/BioNTech,1646,1646,1646
990,Oman,12/30/2020,1663.0,Pfizer/BioNTech,1663,1663,1663
991,Oman,12/31/2020,1600.0,Pfizer/BioNTech,1600,1600,1600
992,Oman,1/1/2021,1289.0,Pfizer/BioNTech,1289,1289,1289
993,Oman,1/2/2021,1103.0,Pfizer/BioNTech,1103,1103,1103
994,Oman,1/3/2021,1185.0,Pfizer/BioNTech,1185,1185,1185
995,Oman,1/4/2021,1287.0,Pfizer/BioNTech,1287,1287,1287
996,Oman,1/5/2021,1341.0,Pfizer/BioNTech,1341,1341,1341
997,Oman,1/6/2021,1280.0,Pfizer/BioNTech,1280,1280,1280
998,Oman,1/7/2021,1199.0,Pfizer/BioNTech,1199,1199,1199
999,Oman,1/8/2021,1158.0,Pfizer/BioNTech,1158,1158,1158
1000,Oman,1/9/2021,1113.0,Pfizer/BioNTech,1113,1113,1113
1001,Oman,1/10/2021,1012.0,Pfizer/BioNTech,1012,1012,1012
1002,Oman,1/11/2021,1080.0,Pfizer/BioNTech,1080,1080,1080
1003,Oman,1/12/2021,1128.0,Pfizer/BioNTech,1128,1128,1128
1004,Oman,1/13/2021,1249.0,Pfizer/BioNTech,1249,1249,1249
1005,Oman,1/14/2021,1328.0,Pfizer/BioNTech,1328,1328,1328
1006,Oman,1/15/2021,1358.0,Pfizer/BioNTech,1358,1358,1358
1007,Oman,1/16/2021,1393.0,Pfizer/BioNTech,1393,1393,1393
1008,Oman,1/17/2021,1363.0,Pfizer/BioNTech,1363,1363,1363
1009,Oman,1/18/2021,1210.0,Pfizer/BioNTech,1210,1210,1210
1010,Oman,1/19/2021,1057.0,Pfizer/BioNTech,1057,1057,1057
1011,Oman,1/20/2021,971.0,Pfizer/BioNTech,971,971,971
1012,Oman,1/21/2021,817.0,Pfizer/BioNTech,817,817,817
1013,Oman,1/22/2021,830.0,Pfizer/BioNTech,830,830,830
1014,Oman,1/23/2021,843.0,Pfizer/BioNTech,843,843,843
1015,Oman,1/24/2021,1046.0,Pfizer/BioNTech,1046,1046,1046
1016,Panama,1/19/2021,,Pfizer/BioNTech,0,8189,1149
1017,Panama,1/20/2021,6.0,Pfizer/BioNTech,6,6,6
1018,Panama,1/21/2021,1364.0,Pfizer/BioNTech,1364,1364,1364
1019,Panama,1/22/2021,1694.0,Pfizer/BioNTech,1694,1694,1694
1020,Panama,1/23/2021,1398.0,Pfizer/BioNTech,1398,1398,1398
1021,Panama,1/24/2021,1284.0,Pfizer/BioNTech,1284,1284,1284
1022,Poland,12/28/2020,,Pfizer/BioNTech,4892,2030,24270
1023,Poland,12/29/2020,4300.0,Pfizer/BioNTech,4300,4300,4300
1024,Poland,12/30/2020,17150.0,Pfizer/BioNTech,17150,17150,17150
1025,Poland,12/31/2020,15200.0,Pfizer/BioNTech,15200,15200,15200
1026,Poland,1/1/2021,11749.0,Pfizer/BioNTech,11749,11749,11749
1027,Poland,1/2/2021,9678.0,Pfizer/BioNTech,9678,9678,9678
1028,Poland,1/3/2021,8139.0,Pfizer/BioNTech,8139,8139,8139
1029,Poland,1/4/2021,12889.0,Pfizer/BioNTech,12889,12889,12889
1030,Poland,1/5/2021,19132.0,Pfizer/BioNTech,19132,19132,19132
1031,Poland,1/6/2021,17723.0,Pfizer/BioNTech,17723,17723,17723
1032,Poland,1/7/2021,20194.0,Pfizer/BioNTech,20194,20194,20194
1033,Poland,1/8/2021,21399.0,Pfizer/BioNTech,21399,21399,21399
1034,Poland,1/9/2021,21376.0,Pfizer/BioNTech,21376,21376,21376
1035,Poland,1/10/2021,21746.0,Pfizer/BioNTech,21746,21746,21746
1036,Poland,1/11/2021,23659.0,Pfizer/BioNTech,23659,23659,23659
1037,Poland,1/12/2021,24199.0,Pfizer/BioNTech,24199,24199,24199
1038,Poland,1/13/2021,29836.0,Pfizer/BioNTech,29836,29836,29836
1039,Poland,1/14/2021,31646.0,Pfizer/BioNTech,31646,31646,31646
1040,Poland,1/15/2021,34025.0,Pfizer/BioNTech,34025,34025,34025
1041,Poland,1/16/2021,36754.0,Pfizer/BioNTech,36754,36754,36754
1042,Poland,1/17/2021,38059.0,Pfizer/BioNTech,38059,38059,38059
1043,Poland,1/18/2021,33904.0,Pfizer/BioNTech,33904,33904,33904
1044,Poland,1/19/2021,33087.0,Pfizer/BioNTech,33087,33087,33087
1045,Poland,1/20/2021,31796.0,Pfizer/BioNTech,31796,31796,31796
1046,Poland,1/21/2021,33503.0,Pfizer/BioNTech,33503,33503,33503
1047,Poland,1/22/2021,35331.0,Pfizer/BioNTech,35331,35331,35331
1048,Poland,1/23/2021,34837.0,Pfizer/BioNTech,34837,34837,34837
1049,Poland,1/24/2021,34001.0,Pfizer/BioNTech,34001,34001,34001
1050,Portugal,12/27/2020,,Pfizer/BioNTech,8585,2014,7633
1051,Portugal,12/28/2020,2791.0,Pfizer/BioNTech,2791,2791,2791
1052,Portugal,12/29/2020,7702.0,Pfizer/BioNTech,7702,7702,7702
1053,Portugal,12/30/2020,8527.0,Pfizer/BioNTech,8527,8527,8527
1054,Portugal,12/31/2020,6946.0,Pfizer/BioNTech,6946,6946,6946
1055,Portugal,1/1/2021,5557.0,Pfizer/BioNTech,5557,5557,5557
1056,Portugal,1/2/2021,4631.0,Pfizer/BioNTech,4631,4631,4631
1057,Portugal,1/3/2021,3970.0,Pfizer/BioNTech,3970,3970,3970
1058,Portugal,1/4/2021,3702.0,Pfizer/BioNTech,3702,3702,3702
1059,Portugal,1/5/2021,3724.0,Pfizer/BioNTech,3724,3724,3724
1060,Portugal,1/6/2021,4416.0,Pfizer/BioNTech,4416,4416,4416
1061,Portugal,1/7/2021,5572.0,Pfizer/BioNTech,5572,5572,5572
1062,Portugal,1/8/2021,5929.0,Pfizer/BioNTech,5929,5929,5929
1063,Portugal,1/9/2021,5943.0,Pfizer/BioNTech,5943,5943,5943
1064,Portugal,1/10/2021,5949.0,Pfizer/BioNTech,5949,5949,5949
1065,Portugal,1/11/2021,5944.0,Pfizer/BioNTech,5944,5944,5944
1066,Portugal,1/12/2021,5676.0,Pfizer/BioNTech,5676,5676,5676
1067,Portugal,1/13/2021,5501.0,Pfizer/BioNTech,5501,5501,5501
1068,Portugal,1/14/2021,5623.0,Pfizer/BioNTech,5623,5623,5623
1069,Portugal,1/15/2021,6335.0,Pfizer/BioNTech,6335,6335,6335
1070,Portugal,1/16/2021,6540.0,Pfizer/BioNTech,6540,6540,6540
1071,Portugal,1/17/2021,6701.0,Pfizer/BioNTech,6701,6701,6701
1072,Portugal,1/18/2021,7061.0,Pfizer/BioNTech,7061,7061,7061
1073,Portugal,1/19/2021,8896.0,Pfizer/BioNTech,8896,8896,8896
1074,Portugal,1/20/2021,11058.0,Pfizer/BioNTech,11058,11058,11058
1075,Portugal,1/21/2021,14194.0,Pfizer/BioNTech,14194,14194,14194
1076,Portugal,1/22/2021,16876.0,Pfizer/BioNTech,16876,16876,16876
1077,Portugal,1/23/2021,18770.0,Pfizer/BioNTech,18770,18770,18770
1078,Portugal,1/24/2021,19200.0,Pfizer/BioNTech,19200,19200,19200
1079,Romania,12/28/2020,,Pfizer/BioNTech,1878,1313,13702
